Name, Topic Label, Score
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Bit, 0.8192
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Biology, 0.7921
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Behavior, 0.7911
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Race (human classification), 0.7908
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Emergence, 0.7826
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Transcranial direct-current stimulation, 0.7691
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Electricity, 0.7686
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Consciousness, 0.7571
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Behavioural sciences, 0.7443
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Dementia, 0.7423
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Literature, 0.7373
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Cortical implant, 0.7371
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Watson (computer), 0.734
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Epilepsy, 0.7319
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Behavioral neuroscience, 0.7235
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Stimulation, 0.7233
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Nootropic, 0.7195
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Cognitive neuroscience, 0.7187
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Paradigm, 0.717
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Information, 0.7134
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Online community, 0.7047
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Natural environment, 0.6967
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Limbic system, 0.6916
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Medical imaging, 0.6901
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Pharmaceutical drug, 0.688
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Optogenetics, 0.6832
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Reason, 0.6811
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Amazon.com, 0.6811
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Action potential, 0.6805
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Future, 0.6792
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Dream, 0.679
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Experience point, 0.6724
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Adult neurogenesis, 0.6677
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Grit (personality trait), 0.6644
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Sleep, 0.6643
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Epistemology, 0.6638
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Hippocampus, 0.6618
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Positive psychology, 0.6609
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Simulation, 0.6576
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Gamification, 0.6557
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Autonomy, 0.6502
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Magnetic resonance imaging, 0.6493
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Distraction, 0.6455
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Functional magnetic resonance imaging, 0.6354
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Cognitive therapy, 0.6347
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Value (ethics), 0.634
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Experiment, 0.6224
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Physiology, 0.6152
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Phenomenology, 0.6118
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Neuroanatomy, 0.6118
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Perspective (graphical), 0.6113
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Executive functions, 0.607
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Classroom, 0.6052
TRADOC Mad Scientist 2015 - Far Future Advances w_ Dr A. Kruse.txt, Physical therapy, 0.6051
TRADOC Mad Scientist 2015 Human Dimension - Divergence w_ Dr K. Hutchinson.txt, Animals, 0.8287
TRADOC Mad Scientist 2015 Human Dimension - Divergence w_ Dr K. Hutchinson.txt, Integumentary system, 0.777
TRADOC Mad Scientist 2015 Human Dimension - Divergence w_ Dr K. Hutchinson.txt, Zoology, 0.7358
TRADOC Mad Scientist 2015 Human Dimension - Divergence w_ Dr K. Hutchinson.txt, Mammaliaformes, 0.6629
TRADOC Mad Scientist 2015 Human Dimension - Divergence w_ Dr K. Hutchinson.txt, Organisms, 0.6303
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Risk, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Leadership, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Psychology, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Thought, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Research, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Technology, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Moore's law, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Causality, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Reason, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Understanding, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Tank, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Computer, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, United States, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Attention, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Experiment, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Empathy, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Stress (biology), 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Ethics, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Posttraumatic stress disorder, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Science, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Biology, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Lag, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Correlation and dependence, 1
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Unmanned aerial vehicle, 0.9958
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Mean, 0.9793
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, News, 0.9619
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Standard deviation, 0.9563
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Physiology, 0.9455
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Brain, 0.9368
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Cognition, 0.9255
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Deception, 0.9213
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Internet, 0.9033
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Robotics, 0.8925
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Nutrition, 0.8871
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Institutional review board, 0.8758
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Robot, 0.86
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Cognitive science, 0.8591
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Memory, 0.8587
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Artillery, 0.8563
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Natural environment, 0.8484
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Art, 0.8479
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Cortisol, 0.8423
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Ecology, 0.8383
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Data, 0.8381
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Communication, 0.8378
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Health, 0.8291
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Human Genome Project, 0.8265
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Architecture, 0.8251
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Neuroscience, 0.8245
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Military science, 0.8213
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Chess, 0.8204
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Organizational structure, 0.8091
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Magic (paranormal), 0.8005
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Revolution in Military Affairs, 0.7907
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Investment, 0.7738
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Analogy, 0.7702
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Concept, 0.7695
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Statistics, 0.7548
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Innovation, 0.7542
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Mathematics, 0.7541
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Brain–computer interface, 0.7522
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Human genome, 0.7508
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, New media, 0.7508
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Psychological Operations (United States), 0.7422
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Educational assessment, 0.7399
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Revolution, 0.7392
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Psychological concepts, 0.7315
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Organization development, 0.7308
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Menu, 0.7258
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, France, 0.7209
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Energy, 0.7201
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Social stress, 0.7098
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Genetics, 0.7018
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Computer performance, 0.699
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Gene, 0.6946
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Functional magnetic resonance imaging, 0.6923
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Genome, 0.6907
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Armour, 0.6834
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Money, 0.6833
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Jet engine, 0.6833
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Risk assessment, 0.6788
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Modafinil, 0.6784
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Reference range, 0.6698
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Behavior, 0.6676
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Employment, 0.6673
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Learning, 0.6641
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Matter, 0.6625
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Advanced Chess, 0.6625
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Intelligence, 0.6565
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Variance, 0.6563
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Garry Kasparov, 0.6531
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Narrative, 0.651
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Chocolate, 0.6496
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Fashion, 0.6495
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Mind, 0.6423
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Food, 0.6393
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Navy, 0.6383
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Vietnam, 0.6378
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Forecasting, 0.6371
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Norm (social), 0.637
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, United States Navy Strike Fighter Tactics Instructor program, 0.635
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, United States Department of Defense, 0.6339
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Information, 0.6338
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Deep Blue (chess computer), 0.633
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Genome project, 0.6247
TRADOC Mad Scientist 2015 Human Dimension - Far Future Advances w_ Mr A Herr.txt, Parachuting, 0.6178
